Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-5602571,"TRAF3 deficiency - HSE",1,3,1.9165655145978407E-4,0.07787868973752154,0.390333052296592,1,1,6.594566077552098E-5,9606,Homo sapiens,"CAP1","","R-HSA-5602624"
R-HSA-162658,"Golgi Cisternae Pericentriolar Stack Reorganization",2,17,0.001086053791605443,0.0780666104593184,0.390333052296592,6,6,3.956739646531258E-4,9606,Homo sapiens,"RAB1B;MAPK1","","R-HSA-2172194;R-HSA-2314566;R-HSA-2172183;R-HSA-2314569;R-HSA-2422927;R-HSA-2214351"
R-HSA-170968,"Frs2-mediated activation",2,17,0.001086053791605443,0.0780666104593184,0.390333052296592,8,13,8.572935900817726E-4,9606,Homo sapiens,"RAPGEF1;MAPK1","","R-HSA-170978;R-HSA-170979;R-HSA-9610166;R-HSA-5674385;R-HSA-9610154;R-HSA-9610152;R-HSA-9610153;R-HSA-9610156"
R-HSA-2559584,"Formation of Senescence-Associated Heterochromatin Foci (SAHF)",2,17,0.001086053791605443,0.0780666104593184,0.390333052296592,1,2,1.3189132155104195E-4,9606,Homo sapiens,"HIST1H1E;HIST1H1C","","R-HSA-4647594"
R-HSA-5676594,"TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway",2,17,0.001086053791605443,0.0780666104593184,0.390333052296592,5,12,7.913479293062516E-4,9606,Homo sapiens,"CAP1;BIRC3","","R-HSA-5676598;R-HSA-5676596;R-HSA-5676597;R-HSA-5676595;R-HSA-5676593"
R-HSA-75892,"Platelet Adhesion to exposed collagen",2,17,0.001086053791605443,0.0780666104593184,0.390333052296592,3,8,5.275652862041678E-4,9606,Homo sapiens,"ITGB1;FYN","","R-HSA-114577;R-HSA-432295;R-HSA-114563"
R-HSA-186763,"Downstream signal transduction",3,37,0.00236376413467067,0.08006002948108304,0.4003001474054152,4,16,0.0010551305724083356,9606,Homo sapiens,"STAT5B;RAPGEF1;PIK3R1","","R-HSA-382052;R-HSA-186800;R-HSA-380782;R-HSA-186780"
R-HSA-5668599,"RHO GTPases Activate NADPH Oxidases",3,38,0.0024276496518239317,0.08509099727366476,0.4017579084944489,11,14,9.232392508572936E-4,9606,Homo sapiens,"PRKCB;MAPK1;CYBA","","R-HSA-9626848;R-HSA-9626832;R-HSA-5668629;R-HSA-9626817;R-HSA-5218827;R-HSA-5218841;R-HSA-5668718;R-HSA-5668735;R-HSA-5668605;R-HSA-5668714;R-HSA-5668731"
R-HSA-5607763,"CLEC7A (Dectin-1) induces NFAT activation",2,18,0.0011499393087587044,0.08602685699552393,0.4017579084944489,2,6,3.956739646531258E-4,9606,Homo sapiens,"NFATC2","","R-HSA-2730849;R-HSA-2730867"
R-HSA-416482,"G alpha (12/13) signalling events",5,86,0.005494154475180477,0.08603465718002246,0.4017579084944489,7,15,9.891849116328145E-4,9606,Homo sapiens,"AKAP13;PREX1;GNG2;ARHGEF3;ARHGEF1","","R-HSA-751019;R-HSA-114544;R-HSA-751039;R-HSA-114548;R-HSA-419166;R-HSA-751027;R-HSA-751029"
R-HSA-9659379,"Sensory processing of sound",5,87,0.005558039992333738,0.08927281431511591,0.4017579084944489,2,13,8.572935900817726E-4,9606,Homo sapiens,"CAP1;MYH9;MSN;EZR;SPTAN1","","R-HSA-9663363;R-HSA-9659380"
R-HSA-354192,"Integrin signaling",3,39,0.002491535168977193,0.09025313011214164,0.4017579084944489,23,24,0.0015826958586125032,9606,Homo sapiens,"RAP1B;APBB1IP;TLN1","","R-HSA-354149;R-HSA-443910;R-HSA-429415;R-HSA-354087;R-HSA-372705;R-HSA-432096;R-HSA-443905;R-HSA-429441;R-HSA-377644;R-HSA-354124;R-HSA-354060;R-HSA-377641;R-HSA-377640;R-HSA-377643;R-HSA-939265;R-HSA-372693;R-HSA-354165;R-HSA-354097;R-HSA-354066;R-HSA-354077;R-HSA-354173;R-HSA-372697;R-HSA-354073"
R-HSA-5675482,"Regulation of necroptotic cell death",3,39,0.002491535168977193,0.09025313011214164,0.4017579084944489,5,21,0.0013848588762859404,9606,Homo sapiens,"TRADD;FLOT1;BIRC3","","R-HSA-3465429;R-HSA-5357828;R-HSA-5675456;R-HSA-5675470;R-HSA-9688456"
R-HSA-114608,"Platelet degranulation ",7,141,0.00900785791860985,0.09092790268286988,0.4017579084944489,4,11,7.254022685307306E-4,9606,Homo sapiens,"CAP1;CD63;PLEK;ANXA5;FLNA;ACTN4;TLN1","","R-HSA-482775;R-HSA-482772;R-HSA-481010;R-HSA-481007"
R-HSA-202733,"Cell surface interactions at the vascular wall",11,257,0.016418577908388167,0.09291339259477593,0.4017579084944489,16,65,0.004286467950408863,9606,Homo sapiens,"ITGB1;SPN;CD2;CD74;SELPLG;ITGA4;ITGB2;FYN;PIK3R1;ITGAL;CD99","","R-HSA-202723;R-HSA-202727;R-HSA-2870221;R-HSA-202724;R-HSA-9679740;R-HSA-210291;R-HSA-114577;R-HSA-204434;R-HSA-202706;R-HSA-204465;R-HSA-202704;R-HSA-5676133;R-HSA-202714;R-HSA-202718;R-HSA-204798;R-HSA-8867097"
R-HSA-2559583,"Cellular Senescence",9,199,0.01271321791349901,0.09420752674708965,0.4017579084944489,24,90,0.005935109469796887,9606,Homo sapiens,"CDKN2D;RPS6KA3;CDKN1B;HIST1H1E;MSN;MAPK1;TPP1;HIST2H2AC;HIST1H1C","","R-HSA-182594;R-HSA-3209177;R-HSA-3225851;R-HSA-3857328;R-HSA-3857329;R-HSA-4647594;R-HSA-3132737;R-HSA-3229089;R-HSA-3788745;R-HSA-3222593;R-HSA-3223200;R-HSA-450325;R-HSA-3788748;R-HSA-3223236;R-HSA-3785711;R-HSA-3240295;R-HSA-3788705;R-HSA-3209160;R-HSA-198746;R-HSA-3225867;R-HSA-69562;R-HSA-187934;R-HSA-3788708;R-HSA-3229102"
R-HSA-9735871,"SARS-CoV-1 targets host intracellular signalling and regulatory pathways",2,19,0.0012138248259119658,0.09421846309146076,0.4017579084944489,2,7,4.616196254286468E-4,9606,Homo sapiens,"EP300;YWHAH","","R-HSA-9737710;R-HSA-9727919"
R-HSA-8875360,"InlB-mediated entry of Listeria monocytogenes into host cell",2,19,0.0012138248259119658,0.09421846309146076,0.4017579084944489,2,8,5.275652862041678E-4,9606,Homo sapiens,"SH3KBP1;EPS15","","R-HSA-8876262;R-HSA-8876255"
R-HSA-9823739,"Formation of the anterior neural plate",2,19,0.0012138248259119658,0.09421846309146076,0.4017579084944489,3,15,9.891849116328145E-4,9606,Homo sapiens,"ZEB2","","R-HSA-9832845;R-HSA-9833066;R-HSA-9832907"
R-HSA-8856825,"Cargo recognition for clathrin-mediated endocytosis",6,115,0.007346834472625056,0.09441030314462484,0.4017579084944489,6,15,9.891849116328145E-4,9606,Homo sapiens,"GRK2;SH3KBP1;CD3G;ARRB2;EPS15;IGF2R","","R-HSA-8866279;R-HSA-8866277;R-HSA-8866275;R-HSA-8866269;R-HSA-8866268;R-HSA-8866283"
R-HSA-193648,"NRAGE signals death through JNK",4,64,0.0040886730978087265,0.09725454893592889,0.4017579084944489,1,7,4.616196254286468E-4,9606,Homo sapiens,"AKAP13;PREX1;ARHGEF3;ARHGEF1","","R-HSA-205039"
R-HSA-9662361,"Sensory processing of sound by outer hair cells of the cochlea",4,64,0.0040886730978087265,0.09725454893592889,0.4017579084944489,1,8,5.275652862041678E-4,9606,Homo sapiens,"MYH9;MSN;EZR;SPTAN1","","R-HSA-9663363"
R-HSA-2559582,"Senescence-Associated Secretory Phenotype (SASP)",5,90,0.005749696543793522,0.09936015649264318,0.4017579084944489,8,22,0.0014508045370614613,9606,Homo sapiens,"CDKN2D;RPS6KA3;CDKN1B;MAPK1;HIST2H2AC","","R-HSA-3788745;R-HSA-182594;R-HSA-3788748;R-HSA-3788705;R-HSA-198746;R-HSA-3857328;R-HSA-3857329;R-HSA-3788708"
R-HSA-9665230,"Drug resistance in ERBB2 KD mutants",1,4,2.555420686130454E-4,0.10246943967367927,0.4017579084944489,8,8,5.275652862041678E-4,9606,Homo sapiens,"ERBIN","","R-HSA-9665315;R-HSA-9665232;R-HSA-9665280;R-HSA-9665286;R-HSA-9665284;R-HSA-9665304;R-HSA-9665311;R-HSA-9665278"
R-HSA-9652282,"Drug-mediated inhibition of ERBB2 signaling",1,4,2.555420686130454E-4,0.10246943967367927,0.4017579084944489,3,3,1.978369823265629E-4,9606,Homo sapiens,"ERBIN","","R-HSA-9652277;R-HSA-9652264;R-HSA-9665726"
R-HSA-8951911,"RUNX3 regulates RUNX1-mediated transcription",1,4,2.555420686130454E-4,0.10246943967367927,0.4017579084944489,2,2,1.3189132155104195E-4,9606,Homo sapiens,"RUNX3","","R-HSA-8951926;R-HSA-8951910"
R-HSA-9665249,"Resistance of ERBB2 KD mutants to afatinib",1,4,2.555420686130454E-4,0.10246943967367927,0.4017579084944489,1,1,6.594566077552098E-5,9606,Homo sapiens,"ERBIN","","R-HSA-9665311"
R-HSA-9665244,"Resistance of ERBB2 KD mutants to sapitinib",1,4,2.555420686130454E-4,0.10246943967367927,0.4017579084944489,1,1,6.594566077552098E-5,9606,Homo sapiens,"ERBIN","","R-HSA-9665304"
R-HSA-9674519,"Defective F8 sulfation at Y1699",1,4,2.555420686130454E-4,0.10246943967367927,0.4017579084944489,1,1,6.594566077552098E-5,9606,Homo sapiens,"TPST2","","R-HSA-9668148"
R-HSA-9665250,"Resistance of ERBB2 KD mutants to AEE788",1,4,2.555420686130454E-4,0.10246943967367927,0.4017579084944489,1,1,6.594566077552098E-5,9606,Homo sapiens,"ERBIN","","R-HSA-9665278"
R-HSA-9665251,"Resistance of ERBB2 KD mutants to lapatinib",1,4,2.555420686130454E-4,0.10246943967367927,0.4017579084944489,1,1,6.594566077552098E-5,9606,Homo sapiens,"ERBIN","","R-HSA-9665284"
R-HSA-9665247,"Resistance of ERBB2 KD mutants to osimertinib",1,4,2.555420686130454E-4,0.10246943967367927,0.4017579084944489,1,1,6.594566077552098E-5,9606,Homo sapiens,"ERBIN","","R-HSA-9665280"
R-HSA-9665245,"Resistance of ERBB2 KD mutants to tesevatinib",1,4,2.555420686130454E-4,0.10246943967367927,0.4017579084944489,1,1,6.594566077552098E-5,9606,Homo sapiens,"ERBIN","","R-HSA-9665315"
R-HSA-9665737,"Drug resistance in ERBB2 TMD/JMD mutants",1,4,2.555420686130454E-4,0.10246943967367927,0.4017579084944489,1,1,6.594566077552098E-5,9606,Homo sapiens,"ERBIN","","R-HSA-9665708"
R-HSA-9665233,"Resistance of ERBB2 KD mutants to trastuzumab",1,4,2.555420686130454E-4,0.10246943967367927,0.4017579084944489,1,1,6.594566077552098E-5,9606,Homo sapiens,"ERBIN","","R-HSA-9665232"
R-HSA-9665246,"Resistance of ERBB2 KD mutants to neratinib",1,4,2.555420686130454E-4,0.10246943967367927,0.4017579084944489,1,1,6.594566077552098E-5,9606,Homo sapiens,"ERBIN","","R-HSA-9665286"
R-HSA-446343,"Localization of the PINCH-ILK-PARVIN complex to focal adhesions",1,4,2.555420686130454E-4,0.10246943967367927,0.4017579084944489,1,2,1.3189132155104195E-4,9606,Homo sapiens,"ITGB1","","R-HSA-432897"
R-HSA-75108,"Activation, myristolyation of BID and translocation to mitochondria",1,4,2.555420686130454E-4,0.10246943967367927,0.4017579084944489,1,4,2.637826431020839E-4,9606,Homo sapiens,"GZMB","","R-HSA-139893"
R-HSA-399955,"SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion",2,20,0.001277710343065227,0.10262350241030016,0.4017579084944489,7,8,5.275652862041678E-4,9606,Homo sapiens,"FYN;TLN1","","R-HSA-399942;R-HSA-399941;R-HSA-399936;R-HSA-399934;R-HSA-399935;R-HSA-399933;R-HSA-399928"
R-HSA-5099900,"WNT5A-dependent internalization of FZD4",2,20,0.001277710343065227,0.10262350241030016,0.4017579084944489,3,5,3.297283038776049E-4,9606,Homo sapiens,"PRKCB;ARRB2","","R-HSA-5138459;R-HSA-5138432;R-HSA-5138433"
R-HSA-5635838,"Activation of SMO",2,20,0.001277710343065227,0.10262350241030016,0.4017579084944489,5,9,5.935109469796888E-4,9606,Homo sapiens,"GRK2;ARRB2","","R-HSA-5633040;R-HSA-5632672;R-HSA-5632674;R-HSA-5632668;R-HSA-5632667"
R-HSA-169893,"Prolonged ERK activation events",2,20,0.001277710343065227,0.10262350241030016,0.4017579084944489,8,19,0.0012529675547348984,9606,Homo sapiens,"RAPGEF1;MAPK1","","R-HSA-170978;R-HSA-170979;R-HSA-9610166;R-HSA-5674385;R-HSA-9610154;R-HSA-9610152;R-HSA-9610153;R-HSA-9610156"
R-HSA-201722,"Formation of the beta-catenin:TCF transactivating complex",4,66,0.004216444132115249,0.1056719152352813,0.4017579084944489,6,13,8.572935900817726E-4,9606,Homo sapiens,"EP300;RUNX3;HIST2H2AC;BCL9L","","R-HSA-201712;R-HSA-4411367;R-HSA-3364026;R-HSA-3322427;R-HSA-3364014;R-HSA-3451147"
R-HSA-9029569,"NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux",4,66,0.004216444132115249,0.1056719152352813,0.4017579084944489,6,40,0.002637826431020839,9606,Homo sapiens,"ARL4C;EP300","","R-HSA-9029561;R-HSA-9605057;R-HSA-9618407;R-HSA-9618405;R-HSA-9618394;R-HSA-9618392"
R-HSA-187687,"Signalling to ERKs",3,42,0.002683191720436977,0.10648881871134708,0.4017579084944489,10,32,0.0021102611448166712,9606,Homo sapiens,"RAPGEF1;MAPK1;RALGDS","","R-HSA-170978;R-HSA-171026;R-HSA-170979;R-HSA-9610166;R-HSA-5674385;R-HSA-170986;R-HSA-9610154;R-HSA-9610152;R-HSA-9610153;R-HSA-9610156"
R-HSA-9682385,"FLT3 signaling in disease",3,43,0.0027470772375902384,0.11213758000615703,0.4017579084944489,26,52,0.0034291743603270903,9606,Homo sapiens,"STAT5B;GOLGB1;PIK3R1","","R-HSA-9703440;R-HSA-9698007;R-HSA-9703441;R-HSA-9703442;R-HSA-9698005;R-HSA-9698013;R-HSA-9698179;R-HSA-9698754;R-HSA-9703430;R-HSA-9703436;R-HSA-9703437;R-HSA-9698762;R-HSA-9703438;R-HSA-9703439;R-HSA-9703432;R-HSA-9703433;R-HSA-9703434;R-HSA-9703435;R-HSA-9698033;R-HSA-9698043;R-HSA-9698041;R-HSA-9698174;R-HSA-9698016;R-HSA-9698021;R-HSA-9698026;R-HSA-9698029"
R-HSA-5663220,"RHO GTPases Activate Formins",7,149,0.009518942055835942,0.11245671186176287,0.4017579084944489,13,27,0.0017805328409390662,9606,Homo sapiens,"ITGB1;DIAPH1;CLIP1;FMNL1;PPP2R5C;EMB","","R-HSA-5665686;R-HSA-5666070;R-HSA-5666160;R-HSA-5666129;R-HSA-5665809;R-HSA-5665982;R-HSA-5666046;R-HSA-5665659;R-HSA-5666169;R-HSA-5665989;R-HSA-5663232;R-HSA-5666049;R-HSA-5665802"
R-HSA-8873719,"RAB geranylgeranylation",4,68,0.004344215166421772,0.1144078826513979,0.4017579084944489,4,5,3.297283038776049E-4,9606,Homo sapiens,"PTP4A2;RAB1B;RAB29;RAB27A","","R-HSA-8870469;R-HSA-8870466;R-HSA-8870461;R-HSA-8870457"
R-HSA-1227986,"Signaling by ERBB2",4,68,0.004344215166421772,0.1144078826513979,0.4017579084944489,15,46,0.0030335003956739647,9606,Homo sapiens,"DIAPH1;ERBIN;FYN;PIK3R1","","R-HSA-1963582;R-HSA-1306965;R-HSA-9652277;R-HSA-1250462;R-HSA-9665726;R-HSA-1306979;R-HSA-1918092;R-HSA-1918095;R-HSA-6785648;R-HSA-1963589;R-HSA-1250346;R-HSA-9652264;R-HSA-1306957;R-HSA-1250189;R-HSA-1963586"
R-HSA-933541,"TRAF6 mediated IRF7 activation",3,44,0.0028109627547434997,0.11789819651559363,0.4017579084944489,10,13,8.572935900817726E-4,9606,Homo sapiens,"IRF3;EP300;TANK","","R-HSA-9604499;R-HSA-933527;R-HSA-933525;R-HSA-1028820;R-HSA-933538;R-HSA-1028819;R-HSA-9705145;R-HSA-933536;R-HSA-9705323;R-HSA-933537"
R-HSA-9827857,"Specification of primordial germ cells",2,22,0.0014054813773717498,0.12000608343096897,0.4017579084944489,4,19,0.0012529675547348984,9606,Homo sapiens,"PRDM1","","R-HSA-9827872;R-HSA-9827995;R-HSA-9828027;R-HSA-9827882"
R-HSA-8875878,"MET promotes cell motility",3,45,0.002874848271896761,0.12376666566538597,0.4017579084944489,4,12,7.913479293062516E-4,9606,Homo sapiens,"RAP1B;ITGB1;RAPGEF1","","R-HSA-8875558;R-HSA-8875568;R-HSA-8874079;R-HSA-8875531"
R-HSA-5213460,"RIPK1-mediated regulated necrosis",3,45,0.002874848271896761,0.12376666566538597,0.4017579084944489,7,29,0.0019124241624901082,9606,Homo sapiens,"TRADD;FLOT1;BIRC3","","R-HSA-3465429;R-HSA-5357828;R-HSA-5675456;R-HSA-5675470;R-HSA-5213462;R-HSA-5620975;R-HSA-9688456"
R-HSA-2206296,"MPS II - Hunter syndrome",1,5,3.194275857663068E-4,0.12640592261367334,0.4017579084944489,2,2,1.3189132155104195E-4,9606,Homo sapiens,"IDS","","R-HSA-2262743;R-HSA-9036046"
R-HSA-8875513,"MET interacts with TNS proteins",1,5,3.194275857663068E-4,0.12640592261367334,0.4017579084944489,1,2,1.3189132155104195E-4,9606,Homo sapiens,"ITGB1","","R-HSA-8875531"
R-HSA-5368598,"Negative regulation of TCF-dependent signaling by DVL-interacting proteins",1,5,3.194275857663068E-4,0.12640592261367334,0.4017579084944489,1,2,1.3189132155104195E-4,9606,Homo sapiens,"CCDC88C","","R-HSA-5368588"
R-HSA-1839117,"Signaling by cytosolic FGFR1 fusion mutants",2,23,0.001469366894525011,0.12895159425944558,0.4017579084944489,7,14,9.232392508572936E-4,9606,Homo sapiens,"STAT5B;PIK3R1","","R-HSA-1839102;R-HSA-1839080;R-HSA-1839112;R-HSA-1839114;R-HSA-1839078;R-HSA-1839107;R-HSA-1839091"
R-HSA-9665348,"Signaling by ERBB2 ECD mutants",2,23,0.001469366894525011,0.12895159425944558,0.4017579084944489,6,15,9.891849116328145E-4,9606,Homo sapiens,"ERBIN;PIK3R1","","R-HSA-9665415;R-HSA-9665412;R-HSA-9665407;R-HSA-9665389;R-HSA-9665405;R-HSA-9665388"
R-HSA-180292,"GAB1 signalosome",2,23,0.001469366894525011,0.12895159425944558,0.4017579084944489,3,11,7.254022685307306E-4,9606,Homo sapiens,"PIK3R1;PAG1","","R-HSA-177939;R-HSA-177926;R-HSA-177927"
R-HSA-6806003,"Regulation of TP53 Expression and Degradation",3,46,0.002938733789050022,0.1297389601353488,0.4017579084944489,6,35,0.002308098127143234,9606,Homo sapiens,"PPP2R5C;PRDM1","","R-HSA-6792871;R-HSA-6804194;R-HSA-6804193;R-HSA-6792863;R-HSA-6804191;R-HSA-6804188"
R-HSA-202424,"Downstream TCR signaling",5,99,0.006324666198172874,0.13282421224655772,0.4017579084944489,3,24,0.0015826958586125032,9606,Homo sapiens,"HLA-DPB1;CD3G;PIK3R1;HLA-DRB1;HLA-DPA1","","R-HSA-202307;R-HSA-202203;R-HSA-202365"
R-HSA-9670095,"Inhibition of DNA recombination at telomere",3,47,0.003002619306203284,0.13581103617773238,0.4017579084944489,4,4,2.637826431020839E-4,9606,Homo sapiens,"TPP1;ADD1;HIST2H2AC","","R-HSA-9670114;R-HSA-9670149;R-HSA-9670101;R-HSA-9007926"
R-HSA-9664407,"Parasite infection",7,157,0.010030026193062033,0.136428650145352,0.4017579084944489,21,27,0.0017805328409390662,9606,Homo sapiens,"WIPF1;WAS;MYH9;MAPK1;FYN;NCKAP1L;CD3G","","R-HSA-9664275;R-HSA-9664273;R-HSA-2197698;R-HSA-2029469;R-HSA-2029466;R-HSA-9664406;R-HSA-442592;R-HSA-2029465;R-HSA-9666426;R-HSA-9666458;R-HSA-9666425;R-HSA-9666430;R-HSA-9666428;R-HSA-9666435;R-HSA-2130194;R-HSA-9664261;R-HSA-9670155;R-HSA-2197691;R-HSA-2197690;R-HSA-442586;R-HSA-9670156"
R-HSA-9664422,"FCGR3A-mediated phagocytosis",7,157,0.010030026193062033,0.136428650145352,0.4017579084944489,21,27,0.0017805328409390662,9606,Homo sapiens,"WIPF1;WAS;MYH9;MAPK1;FYN;NCKAP1L;CD3G","","R-HSA-9664275;R-HSA-9664273;R-HSA-2197698;R-HSA-2029469;R-HSA-2029466;R-HSA-9664406;R-HSA-442592;R-HSA-2029465;R-HSA-9666426;R-HSA-9666458;R-HSA-9666425;R-HSA-9666430;R-HSA-9666428;R-HSA-9666435;R-HSA-2130194;R-HSA-9664261;R-HSA-9670155;R-HSA-2197691;R-HSA-2197690;R-HSA-442586;R-HSA-9670156"
R-HSA-9664417,"Leishmania phagocytosis",7,157,0.010030026193062033,0.136428650145352,0.4017579084944489,21,27,0.0017805328409390662,9606,Homo sapiens,"WIPF1;WAS;MYH9;MAPK1;FYN;NCKAP1L;CD3G","","R-HSA-9664275;R-HSA-9664273;R-HSA-2197698;R-HSA-2029469;R-HSA-2029466;R-HSA-9664406;R-HSA-442592;R-HSA-2029465;R-HSA-9666426;R-HSA-9666458;R-HSA-9666425;R-HSA-9666430;R-HSA-9666428;R-HSA-9666435;R-HSA-2130194;R-HSA-9664261;R-HSA-9670155;R-HSA-2197691;R-HSA-2197690;R-HSA-442586;R-HSA-9670156"
R-HSA-9013422,"RHOBTB1 GTPase cycle",2,24,0.0015332524116782726,0.1380464213235878,0.4017579084944489,1,2,1.3189132155104195E-4,9606,Homo sapiens,"STK38;VIM","","R-HSA-9018778"
R-HSA-881907,"Gastrin-CREB signalling pathway via PKC and MAPK",2,24,0.0015332524116782726,0.1380464213235878,0.4017579084944489,2,9,5.935109469796888E-4,9606,Homo sapiens,"RPS6KA3;MAPK1","","R-HSA-199895;R-HSA-198746"
R-HSA-9694631,"Maturation of nucleoprotein",2,24,0.0015332524116782726,0.1380464213235878,0.4017579084944489,2,14,9.232392508572936E-4,9606,Homo sapiens,"SRPK2;PARP8","","R-HSA-9729330;R-HSA-9729279"
R-HSA-4420097,"VEGFA-VEGFR2 Pathway",6,129,0.008241231712770716,0.13972216553271277,0.4017579084944489,23,79,0.005209707201266157,9606,Homo sapiens,"PRKCB;SH2D2A;FYN;NCKAP1L;CYBA;PIK3R1","","R-HSA-5218827;R-HSA-5357429;R-HSA-5218824;R-HSA-2029465;R-HSA-5218823;R-HSA-5357432;R-HSA-5218854;R-HSA-5218821;R-HSA-5218852;R-HSA-5218819;R-HSA-4420143;R-HSA-4420206;R-HSA-4420140;R-HSA-5218847;R-HSA-5218814;R-HSA-5218813;R-HSA-5218812;R-HSA-5218841;R-HSA-5357479;R-HSA-5218806;R-HSA-5218805;R-HSA-5218804;R-HSA-5218832"
R-HSA-373760,"L1CAM interactions",6,130,0.008305117229923976,0.14329195826794872,0.4017579084944489,11,54,0.0035610656818781325,9606,Homo sapiens,"ITGB1;RPS6KA3;MSN;MAPK1;EZR;SPTAN1","","R-HSA-374677;R-HSA-445079;R-HSA-443779;R-HSA-445088;R-HSA-445089;R-HSA-109862;R-HSA-392751;R-HSA-374686;R-HSA-374680;R-HSA-374696;R-HSA-373739"
R-HSA-9007101,"Rab regulation of trafficking",6,131,0.008369002747077237,0.14690339544400766,0.4017579084944489,6,35,0.002308098127143234,9606,Homo sapiens,"MAP1LC3B;RAB1B;TBC1D10C;RAB27A;OPTN;ARF6","","R-HSA-8854182;R-HSA-8854293;R-HSA-8877475;R-HSA-8854173;R-HSA-8877308;R-HSA-8854588"
R-HSA-389513,"CTLA4 inhibitory signaling",2,25,0.0015971379288315338,0.14727629430314804,0.4017579084944489,5,5,3.297283038776049E-4,9606,Homo sapiens,"FYN;PPP2R5C","","R-HSA-388833;R-HSA-388829;R-HSA-389532;R-HSA-390329;R-HSA-388809"
R-HSA-445144,"Signal transduction by L1",2,25,0.0015971379288315338,0.14727629430314804,0.4017579084944489,2,11,7.254022685307306E-4,9606,Homo sapiens,"ITGB1;MAPK1","","R-HSA-109862;R-HSA-374686"
R-HSA-6807004,"Negative regulation of MET activity",2,25,0.0015971379288315338,0.14727629430314804,0.4017579084944489,2,12,7.913479293062516E-4,9606,Homo sapiens,"SH3KBP1;EPS15","","R-HSA-8875490;R-HSA-8875482"
R-HSA-416572,"Sema4D induced cell migration and growth-cone collapse",2,25,0.0015971379288315338,0.14727629430314804,0.4017579084944489,1,7,4.616196254286468E-4,9606,Homo sapiens,"MYL6;MYH9","","R-HSA-419197"
R-HSA-5675221,"Negative regulation of MAPK pathway",3,49,0.0031303903405098064,0.1482383220503144,0.4017579084944489,8,17,0.0011210762331838565,9606,Homo sapiens,"MAPK1;PPP2R5C;PTPN7","","R-HSA-5675431;R-HSA-5675376;R-HSA-5674496;R-HSA-9635739;R-HSA-5675198;R-HSA-5675373;R-HSA-9635743;R-HSA-5675194"
R-HSA-8856828,"Clathrin-mediated endocytosis",7,161,0.010285568261675078,0.14928284350730192,0.4017579084944489,24,35,0.002308098127143234,9606,Homo sapiens,"GRK2;SH3KBP1;CD3G;ARRB2;EPS15;IGF2R;ARF6","","R-HSA-8868071;R-HSA-8866279;R-HSA-8868230;R-HSA-8866277;R-HSA-8866275;R-HSA-8856813;R-HSA-8868236;R-HSA-8867756;R-HSA-8868651;R-HSA-8866283;R-HSA-8867754;R-HSA-8862280;R-HSA-8868072;R-HSA-8868648;R-HSA-8856808;R-HSA-8868661;R-HSA-8868660;R-HSA-8868659;R-HSA-8868658;R-HSA-8869438;R-HSA-8866269;R-HSA-8866268;R-HSA-8871194;R-HSA-8871193"
R-HSA-9818035,"NFE2L2 regulating ER-stress associated genes",1,6,3.8331310291956814E-4,0.1497055059788297,0.4017579084944489,2,2,1.3189132155104195E-4,9606,Homo sapiens,"EP300","","R-HSA-9796068;R-HSA-9796061"
R-HSA-8952158,"RUNX3 regulates BCL2L11 (BIM) transcription",1,6,3.8331310291956814E-4,0.1497055059788297,0.4017579084944489,2,2,1.3189132155104195E-4,9606,Homo sapiens,"RUNX3","","R-HSA-8952232;R-HSA-8952226"
R-HSA-9652169,"Signaling by MAP2K mutants",1,6,3.8331310291956814E-4,0.1497055059788297,0.4017579084944489,1,1,6.594566077552098E-5,9606,Homo sapiens,"MAPK1","","R-HSA-9652165"
R-HSA-9706374,"FLT3 signaling through SRC family kinases",1,6,3.8331310291956814E-4,0.1497055059788297,0.4017579084944489,1,4,2.637826431020839E-4,9606,Homo sapiens,"FYN","","R-HSA-9605259"
R-HSA-3371497,"HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand",4,76,0.004855299303647863,0.15228396634861885,0.4017579084944489,7,22,0.0014508045370614613,9606,Homo sapiens,"CAP1;DCTN3;NR3C1;FKBP5","","R-HSA-9690534;R-HSA-5618080;R-HSA-5618098;R-HSA-5618093;R-HSA-5618105;R-HSA-5618073;R-HSA-9678925"
R-HSA-5218859,"Regulated Necrosis",4,76,0.004855299303647863,0.15228396634861885,0.4017579084944489,8,52,0.0034291743603270903,9606,Homo sapiens,"TRADD;FLOT1;GZMB;BIRC3","","R-HSA-3465429;R-HSA-9710263;R-HSA-5357828;R-HSA-5675456;R-HSA-5675470;R-HSA-5213462;R-HSA-5620975;R-HSA-9688456"
R-HSA-381676,"Glucagon-like Peptide-1 (GLP1) regulates insulin secretion",3,50,0.0031942758576630676,0.15458542979412282,0.4017579084944489,5,12,7.913479293062516E-4,9606,Homo sapiens,"GNG2;PRKAR1A;IQGAP1","","R-HSA-422320;R-HSA-381612;R-HSA-9728664;R-HSA-381707;R-HSA-381706"
