Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-5669034,"TNFs bind their physiological receptors",7,30,0.0019165655145978408,7.867420552014615E-4,0.09887603585169824,6,13,8.572935900817726E-4,9606,Homo sapiens,"EDARADD;CD70;TNFRSF9;TNFRSF18;TNFSF9;FASLG;TNFRSF4","","R-HSA-5669024;R-HSA-5675948;R-HSA-8858475;R-HSA-5675947;R-HSA-5692315;R-HSA-5675656"
R-HSA-187037,"Signaling by NTRK1 (TRKA)",17,143,0.009135628952916374,8.597916161017238E-4,0.09887603585169824,54,102,0.006726457399103139,9606,Homo sapiens,"NTRK1;DUSP4;MEF2C;EGR2;EGR4;RRAD;NAB1;STAT3;FOSB;IRS2;PIK3CB;TRIB1","","R-HSA-9613202;R-HSA-167683;R-HSA-167684;R-HSA-9613210;R-HSA-166538;R-HSA-166542;R-HSA-9613213;R-HSA-187661;R-HSA-166544;R-HSA-167056;R-HSA-198295;R-HSA-203797;R-HSA-9621386;R-HSA-9621385;R-HSA-187678;R-HSA-9031575;R-HSA-169891;R-HSA-169895;R-HSA-9612980;R-HSA-198315;R-HSA-169901;R-HSA-187698;R-HSA-9613219;R-HSA-169904;R-HSA-167217;R-HSA-187697;R-HSA-169905;R-HSA-9613476;R-HSA-9612073;R-HSA-9612076;R-HSA-198211;R-HSA-9031624;R-HSA-177479;R-HSA-9031616;R-HSA-9613023;R-HSA-198732;R-HSA-9612483;R-HSA-177491;R-HSA-9612996;R-HSA-170964;R-HSA-170975;R-HSA-9612493;R-HSA-177501;R-HSA-187746;R-HSA-170978;R-HSA-170979;R-HSA-170977;R-HSA-9612534;R-HSA-167019;R-HSA-190065;R-HSA-9612516;R-HSA-167674;R-HSA-198266;R-HSA-199929"
R-HSA-9022707,"MECP2 regulates transcription factors",4,10,6.388551715326135E-4,0.001588414585627751,0.15856498218199355,4,8,5.275652862041678E-4,9606,Homo sapiens,"MEF2C;PPARG","","R-HSA-9021949;R-HSA-9021950;R-HSA-9017441;R-HSA-9017447"
R-HSA-380994,"ATF4 activates genes in response to endoplasmic reticulum  stress",7,34,0.002172107583210886,0.0016016664866868036,0.15856498218199355,4,7,4.616196254286468E-4,9606,Homo sapiens,"CEBPB;DDIT3;ATF3;HERPUD1","","R-HSA-1791118;R-HSA-1791107;R-HSA-1791095;R-HSA-1791173"
R-HSA-6803211,"TP53 Regulates Transcription of Death Receptors and Ligands",5,18,0.0011499393087587044,0.0020841938158392415,0.19174583105721021,4,7,4.616196254286468E-4,9606,Homo sapiens,"TNFRSF10B;TP63;TP73","","R-HSA-6799815;R-HSA-5633414;R-HSA-5633441;R-HSA-6800001"
R-HSA-9725370,"Signaling by ALK fusions and activated point mutants",14,119,0.007602376541238101,0.0025949470758089843,0.21019071314052773,37,63,0.004154576628857821,9606,Homo sapiens,"CDKN1A;JUN;CEBPB;MAPK8;TPM1;STAT3;FN1;GZMB;TWIST1;PIK3CB","","R-HSA-9712084;R-HSA-9700181;R-HSA-9712085;R-HSA-9851088;R-HSA-9700179;R-HSA-9712083;R-HSA-9851102;R-HSA-9700190;R-HSA-9851098;R-HSA-9851096;R-HSA-9851078;R-HSA-9851142;R-HSA-9851079;R-HSA-9851076;R-HSA-9851077;R-HSA-9851139;R-HSA-9851072;R-HSA-9724099;R-HSA-9851137;R-HSA-9850958;R-HSA-9712078;R-HSA-9851084;R-HSA-9712079;R-HSA-9851062;R-HSA-9851122;R-HSA-9851123;R-HSA-9701810;R-HSA-9851071;R-HSA-9851133;R-HSA-9851064;R-HSA-9851109;R-HSA-9851106;R-HSA-9700193;R-HSA-9851104;R-HSA-9851118;R-HSA-9725357;R-HSA-9851117"
R-HSA-9700206,"Signaling by ALK in cancer",14,119,0.007602376541238101,0.0025949470758089843,0.21019071314052773,38,71,0.004682141915061989,9606,Homo sapiens,"CDKN1A;JUN;CEBPB;MAPK8;TPM1;STAT3;FN1;GZMB;TWIST1;PIK3CB","","R-HSA-9712084;R-HSA-9700181;R-HSA-9712085;R-HSA-9851088;R-HSA-9700179;R-HSA-9712083;R-HSA-9851102;R-HSA-9700190;R-HSA-9851098;R-HSA-9851096;R-HSA-9851078;R-HSA-9851142;R-HSA-9851079;R-HSA-9851076;R-HSA-9851077;R-HSA-9851139;R-HSA-9851072;R-HSA-9724099;R-HSA-9851137;R-HSA-9850958;R-HSA-9712078;R-HSA-9851084;R-HSA-9712079;R-HSA-9851062;R-HSA-9851122;R-HSA-9851123;R-HSA-9701810;R-HSA-9851071;R-HSA-9851133;R-HSA-9851064;R-HSA-9851109;R-HSA-9851106;R-HSA-9700193;R-HSA-9851104;R-HSA-9700131;R-HSA-9851118;R-HSA-9725357;R-HSA-9851117"
R-HSA-5218900,"CASP8 activity is inhibited",4,12,7.666262058391363E-4,0.003052132557185172,0.23021116962128518,2,2,1.3189132155104195E-4,9606,Homo sapiens,"TNFRSF10B;FASLG;CFLAR","","R-HSA-3465429;R-HSA-5675456"
R-HSA-69560,"Transcriptional activation of p53 responsive genes  ",3,6,3.8331310291956814E-4,0.0033432868984666353,0.23021116962128518,4,5,3.297283038776049E-4,9606,Homo sapiens,"CDKN1A","","R-HSA-6803411;R-HSA-6803388;R-HSA-6803403;R-HSA-6803801"
R-HSA-69895,"Transcriptional  activation of  cell cycle inhibitor p21 ",3,6,3.8331310291956814E-4,0.0033432868984666353,0.23021116962128518,4,5,3.297283038776049E-4,9606,Homo sapiens,"CDKN1A","","R-HSA-6803411;R-HSA-6803388;R-HSA-6803403;R-HSA-6803801"
