Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-445355,"Smooth Muscle Contraction",6,61,0.0038970165463489428,2.8528134079752743E-4,0.017925809727254105,6,16,0.0010551305724083356,9606,Homo sapiens,"MYL6;ANXA1;ANXA2;ANXA6;TLN1","","R-HSA-445700;R-HSA-445813;R-HSA-445699;R-HSA-5263628;R-HSA-445704;R-HSA-445705"
R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",23,724,0.046253114418961225,3.5133244653184903E-4,0.017925809727254105,74,212,0.013980480084410446,9606,Homo sapiens,"ITGB1;IL32;WIPF1;PRKCB;ARAP2;CYBA;IQGAP1;PPP2R5C;IQGAP2;AKAP13;DIAPH1;PREX1;MYL6;CLIP1;FMNL1;SPATA13;RAPGEF1;EFHD2;FLNA;STOM;NCKAP1L;EMB","","R-HSA-2029469;R-HSA-2029466;R-HSA-9018766;R-HSA-5666129;R-HSA-2029465;R-HSA-8981637;R-HSA-9018758;R-HSA-9013145;R-HSA-9014424;R-HSA-9014296;R-HSA-9013144;R-HSA-5668932;R-HSA-5665989;R-HSA-9013023;R-HSA-9013009;R-HSA-9017491;R-HSA-2197691;R-HSA-2197690;R-HSA-9693198;R-HSA-9013143;R-HSA-9014294;R-HSA-9013161;R-HSA-9018794;R-HSA-5668978;R-HSA-5672304;R-HSA-419232;R-HSA-5666160;R-HSA-9014433;R-HSA-5666046;R-HSA-9013024;R-HSA-5668735;R-HSA-9017507;R-HSA-5668605;R-HSA-9013157;R-HSA-5668731;R-HSA-5665659;R-HSA-5669240;R-HSA-9013159;R-HSA-5666169;R-HSA-5626469;R-HSA-9018808;R-HSA-2130194;R-HSA-9014449;R-HSA-5668718;R-HSA-5671919;R-HSA-5668714;R-HSA-9018804;R-HSA-9018806;R-HSA-5665686;R-HSA-5666070;R-HSA-5668629;R-HSA-5218827;R-HSA-5665809;R-HSA-9626817;R-HSA-5669250;R-HSA-5218841;R-HSA-5663232;R-HSA-9693125;R-HSA-5666049;R-HSA-8980691;R-HSA-5665802;R-HSA-5626507;R-HSA-5672329;R-HSA-5626549;R-HSA-2197698;R-HSA-442592;R-HSA-5665982;R-HSA-9690493;R-HSA-9626848;R-HSA-9018747;R-HSA-9018746;R-HSA-419197;R-HSA-9013109;R-HSA-9013110"
R-HSA-1280218,"Adaptive Immune System",27,920,0.05877467578100045,3.7104238550078605E-4,0.017925809727254105,103,265,0.017475600105513057,9606,Homo sapiens,"ITGB1;SH3KBP1;ITGB2;SLA;PTPN22;CBLB;UBR2;ITGAL;RNF213;RNF19A;SLAMF7;FYN;CD99;CTSC;HLA-DPA1;CAP1;VASP;CD74;PRKCB;HLA-B;CYBA;UBE2A;BTN3A2;PPP2R5C;HLA-DPB1;KLRD1;CD226","","R-HSA-389381;R-HSA-199169;R-HSA-8862084;R-HSA-2130725;R-HSA-202245;R-HSA-202248;R-HSA-2130731;R-HSA-2130478;R-HSA-2130486;R-HSA-198941;R-HSA-389158;R-HSA-198955;R-HSA-202291;R-HSA-2130706;R-HSA-5685605;R-HSA-202307;R-HSA-8951498;R-HSA-8951499;R-HSA-8951500;R-HSA-1112666;R-HSA-2213235;R-HSA-2213236;R-HSA-2213239;R-HSA-2213241;R-HSA-2213243;R-HSA-2213244;R-HSA-2213246;R-HSA-8863973;R-HSA-983148;R-HSA-2130500;R-HSA-983147;R-HSA-983146;R-HSA-983145;R-HSA-2130504;R-HSA-983142;R-HSA-202344;R-HSA-983140;R-HSA-983138;R-HSA-8852200;R-HSA-983422;R-HSA-983421;R-HSA-983161;R-HSA-983157;R-HSA-389758;R-HSA-983156;R-HSA-430201;R-HSA-983152;R-HSA-2130336;R-HSA-199043;R-HSA-9606162;R-HSA-9606163;R-HSA-199050;R-HSA-983427;R-HSA-2130349;R-HSA-199566;R-HSA-983426;R-HSA-983425;R-HSA-9691421;R-HSA-983424;R-HSA-983709;R-HSA-199062;R-HSA-9606151;R-HSA-983703;R-HSA-389532;R-HSA-2130619;R-HSA-9606159;R-HSA-2213248;R-HSA-202165;R-HSA-202168;R-HSA-390329;R-HSA-202174;R-HSA-1236954;R-HSA-8855375;R-HSA-388814;R-HSA-388809;R-HSA-8855381;R-HSA-199131;R-HSA-388829;R-HSA-8851038;R-HSA-8856157;R-HSA-388831;R-HSA-1236943;R-HSA-389348;R-HSA-389350;R-HSA-388833;R-HSA-1168373;R-HSA-202214;R-HSA-388832;R-HSA-2130378;R-HSA-1168635;R-HSA-202216;R-HSA-199144;R-HSA-389352;R-HSA-9679740;R-HSA-389354;R-HSA-2130640;R-HSA-2130641;R-HSA-1236967;R-HSA-1236964;R-HSA-1236965;R-HSA-2130393;R-HSA-1236971;R-HSA-202233"
R-HSA-9725370,"Signaling by ALK fusions and activated point mutants",8,119,0.007602376541238101,3.7345436931779386E-4,0.017925809727254105,8,63,0.004154576628857821,9606,Homo sapiens,"MECP2;RNF213;PRF1;MSN;GZMB","","R-HSA-9700181;R-HSA-9851088;R-HSA-9701810;R-HSA-9700179;R-HSA-9851084;R-HSA-9701903;R-HSA-9851131;R-HSA-9724090"
R-HSA-9700206,"Signaling by ALK in cancer",8,119,0.007602376541238101,3.7345436931779386E-4,0.017925809727254105,8,71,0.004682141915061989,9606,Homo sapiens,"MECP2;RNF213;PRF1;MSN;GZMB","","R-HSA-9700181;R-HSA-9851088;R-HSA-9701810;R-HSA-9700179;R-HSA-9851084;R-HSA-9701903;R-HSA-9851131;R-HSA-9724090"
R-HSA-9022534,"Loss of MECP2 binding ability to 5hmC-DNA",2,2,1.277710343065227E-4,4.0366883647902085E-4,0.01816509764155594,1,1,6.594566077552098E-5,9606,Homo sapiens,"MECP2","","R-HSA-9022462"
R-HSA-8949275,"RUNX3 Regulates Immune Response and Cell Migration",3,10,6.388551715326135E-4,4.392878307657444E-4,0.018450088892161265,5,5,3.297283038776049E-4,9606,Homo sapiens,"ITGAL;RUNX3","","R-HSA-8952442;R-HSA-8949276;R-HSA-8949343;R-HSA-8949301;R-HSA-8949335"
R-HSA-9013149,"RAC1 GTPase cycle",10,191,0.01220213377627292,5.11093209477842E-4,0.02044372837911368,3,6,3.956739646531258E-4,9606,Homo sapiens,"ITGB1;PREX1;FMNL1;WIPF1;SPATA13;ARAP2;NCKAP1L;CYBA;IQGAP1;IQGAP2","","R-HSA-9013145;R-HSA-9013144;R-HSA-9013143"
R-HSA-9828211,"Regulation of TBK1, IKKε-mediated activation of IRF3, IRF7 upon TLR3 ligation",3,11,7.027406886858749E-4,5.785488768336178E-4,0.021274249754931418,3,3,1.978369823265629E-4,9606,Homo sapiens,"CAP1;TANK;OPTN","","R-HSA-9830710;R-HSA-9828209;R-HSA-9828200"
R-HSA-5357786,"TNFR1-induced proapoptotic signaling",4,26,0.0016610234459847953,5.909513820814283E-4,0.021274249754931418,3,3,1.978369823265629E-4,9606,Homo sapiens,"TRADD;TNFAIP3;OPTN;BIRC3","","R-HSA-140978;R-HSA-75240;R-HSA-83582"
R-HSA-9013423,"RAC3 GTPase cycle",7,100,0.006388551715326135,6.831882123708999E-4,0.023228399220610596,3,6,3.956739646531258E-4,9606,Homo sapiens,"ITGB1;IL32;PREX1;ARAP2;RAPGEF1;NCKAP1L;CYBA","","R-HSA-9018808;R-HSA-9018804;R-HSA-9018806"
R-HSA-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling",5,50,0.0031942758576630676,8.544879497327518E-4,0.02819810234118081,15,38,0.002505935109469797,9606,Homo sapiens,"STAT5B;IL2RB;RAPGEF1;FYN;IL2RG","","R-HSA-879917;R-HSA-452102;R-HSA-912527;R-HSA-507937;R-HSA-879909;R-HSA-921155;R-HSA-508247;R-HSA-453111;R-HSA-913374;R-HSA-912734;R-HSA-453104;R-HSA-879930;R-HSA-912629;R-HSA-913424;R-HSA-912627"
R-HSA-9012999,"RHO GTPase cycle",16,460,0.029387337890500225,0.0011340995984463476,0.0346676721660677,31,91,0.006001055130572409,9606,Homo sapiens,"ITGB1;IL32;WIPF1;ARAP2;CYBA;IQGAP1;IQGAP2;AKAP13;DIAPH1;PREX1;FMNL1;SPATA13;RAPGEF1;EFHD2;STOM;NCKAP1L","","R-HSA-9018766;R-HSA-8981637;R-HSA-9018758;R-HSA-9013145;R-HSA-9014424;R-HSA-9014296;R-HSA-9013144;R-HSA-9013023;R-HSA-9693125;R-HSA-9013009;R-HSA-8980691;R-HSA-9017491;R-HSA-9693198;R-HSA-9013143;R-HSA-9014294;R-HSA-9013161;R-HSA-9018794;R-HSA-9014433;R-HSA-9013024;R-HSA-9017507;R-HSA-9013157;R-HSA-9013159;R-HSA-9690493;R-HSA-9018808;R-HSA-9018747;R-HSA-9018746;R-HSA-9014449;R-HSA-9013109;R-HSA-9018804;R-HSA-9013110;R-HSA-9018806"
R-HSA-9020558,"Interleukin-2 signaling",3,14,8.94397240145659E-4,0.0011555890722022566,0.0346676721660677,15,19,0.0012529675547348984,9606,Homo sapiens,"STAT5B;IL2RB;IL2RG","","R-HSA-451942;R-HSA-452102;R-HSA-919404;R-HSA-452100;R-HSA-508292;R-HSA-507937;R-HSA-452097;R-HSA-450063;R-HSA-452108;R-HSA-450027;R-HSA-451895;R-HSA-451900;R-HSA-452122;R-HSA-508282;R-HSA-452091"
