Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-390522,"Striated Muscle Contraction",5,40,0.002555420686130454,5.547097675151491E-4,0.0316184567483635,4,4,2.637826431020839E-4,9606,Homo sapiens,"TNNT2;TPM1;MYL3;DMD;MYH6","","R-HSA-390597;R-HSA-390598;R-HSA-390593;R-HSA-390595"
R-HSA-9768919,"NPAS4 regulates expression of target genes",5,41,0.0026193062032837154,6.194219285542424E-4,0.032209940284820604,29,36,0.002374043787918755,9606,Homo sapiens,"ARNT2;PLK2;GEM","","R-HSA-9769044;R-HSA-9634897;R-HSA-9769302;R-HSA-9769042;R-HSA-9768925;R-HSA-9769177;R-HSA-9770072;R-HSA-9769307;R-HSA-9634886;R-HSA-9634884;R-HSA-9769165;R-HSA-9644879;R-HSA-9769419;R-HSA-9638156;R-HSA-9769418;R-HSA-9769014;R-HSA-9768950;R-HSA-9768945;R-HSA-9634934;R-HSA-9769011;R-HSA-9769316;R-HSA-9769249;R-HSA-9634916;R-HSA-9644900;R-HSA-9768930;R-HSA-9768937;R-HSA-9634861;R-HSA-9768939;R-HSA-9769323"
R-HSA-6804115,"TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain",4,28,0.001788794480291318,0.0012331491802378691,0.05919116065141772,6,14,9.232392508572936E-4,9606,Homo sapiens,"RGCC;PLK2","","R-HSA-6801637;R-HSA-6801666;R-HSA-6803917;R-HSA-6801675;R-HSA-6803914;R-HSA-6801641"
R-HSA-5669034,"TNFs bind their physiological receptors",4,30,0.0019165655145978408,0.0015844891524663396,0.07130201186098528,4,13,8.572935900817726E-4,9606,Homo sapiens,"EDARADD;TNFRSF9;TNFRSF18;TNFRSF4","","R-HSA-8858475;R-HSA-5692315;R-HSA-5675947;R-HSA-5675656"
R-HSA-5661231,"Metallothioneins bind metals",3,16,0.0010221682744521816,0.002407263078721189,0.10053818084207511,7,27,0.0017805328409390662,9606,Homo sapiens,"MT2A;MT1X;MT1E","","R-HSA-5662614;R-HSA-5662598;R-HSA-5662615;R-HSA-5662595;R-HSA-5662608;R-HSA-5662622;R-HSA-5662986"
R-HSA-380108,"Chemokine receptors bind chemokines",5,57,0.0036414744777358973,0.0026095349645958166,0.10053818084207511,2,19,0.0012529675547348984,9606,Homo sapiens,"CXCL10;CCL22;CCL3L3;CCL4;CCL3","","R-HSA-443986;R-HSA-374248"
R-HSA-383280,"Nuclear Receptor transcription pathway",6,86,0.005494154475180477,0.0031034823067903616,0.10053818084207511,2,2,1.3189132155104195E-4,9606,Homo sapiens,"NR4A2;NR4A1;NR4A3;VDR;PPARG","","R-HSA-382096;R-HSA-376419"
R-HSA-9843745,"Adipogenesis",8,147,0.009391171021529419,0.003120757658113149,0.10053818084207511,25,33,0.002176206805592192,9606,Homo sapiens,"EGR2;CEBPD;PPARG;KLF4","","R-HSA-9844822;R-HSA-1183058;R-HSA-9732629;R-HSA-381377;R-HSA-1183003;R-HSA-381262;R-HSA-560517;R-HSA-9844440;R-HSA-560472;R-HSA-560473;R-HSA-9844549;R-HSA-381337;R-HSA-560491;R-HSA-560493;R-HSA-381283;R-HSA-9844415;R-HSA-1183032;R-HSA-9844600;R-HSA-9844536;R-HSA-381290;R-HSA-560510;R-HSA-381309;R-HSA-977271;R-HSA-560498;R-HSA-977392"
R-HSA-187042,"TRKA activation by NGF",2,5,3.194275857663068E-4,0.0031316026120142837,0.10053818084207511,4,4,2.637826431020839E-4,9606,Homo sapiens,"NTRK1","","R-HSA-166544;R-HSA-190065;R-HSA-166538;R-HSA-166542"
R-HSA-9634815,"Transcriptional Regulation by NPAS4",5,60,0.0038331310291956815,0.0032431671239379067,0.10053818084207511,29,47,0.0030994460564494858,9606,Homo sapiens,"ARNT2;PLK2;GEM","","R-HSA-9769044;R-HSA-9634897;R-HSA-9769302;R-HSA-9769042;R-HSA-9768925;R-HSA-9769177;R-HSA-9770072;R-HSA-9769307;R-HSA-9634886;R-HSA-9634884;R-HSA-9769165;R-HSA-9644879;R-HSA-9769419;R-HSA-9638156;R-HSA-9769418;R-HSA-9769014;R-HSA-9768950;R-HSA-9768945;R-HSA-9634934;R-HSA-9769011;R-HSA-9769316;R-HSA-9769249;R-HSA-9634916;R-HSA-9644900;R-HSA-9768930;R-HSA-9768937;R-HSA-9634861;R-HSA-9768939;R-HSA-9769323"
R-HSA-418597,"G alpha (z) signalling events",5,63,0.004024787580655466,0.003980711798600933,0.119421353958028,10,13,8.572935900817726E-4,9606,Homo sapiens,"RGS2;RGS1;GNG4;RGS16;ADCY1;GNAI1","","R-HSA-392133;R-HSA-392129;R-HSA-392064;R-HSA-749453;R-HSA-750988;R-HSA-8982018;R-HSA-751024;R-HSA-8982021;R-HSA-8981892;R-HSA-749446"
R-HSA-9707587,"Regulation of HMOX1 expression and activity",2,6,3.8331310291956814E-4,0.004461522842350685,0.12492263958581917,4,4,2.637826431020839E-4,9606,Homo sapiens,"HMOX1","","R-HSA-9707645;R-HSA-9708558;R-HSA-9708536;R-HSA-9708457"
R-HSA-5660526,"Response to metal ions",3,21,0.0013415958602184886,0.0051283622542681595,0.1384657808652403,7,31,0.00204431548404115,9606,Homo sapiens,"MT2A;MT1X;MT1E","","R-HSA-5662614;R-HSA-5662598;R-HSA-5662615;R-HSA-5662595;R-HSA-5662608;R-HSA-5662622;R-HSA-5662986"
R-HSA-381340,"Transcriptional regulation of white adipocyte differentiation",6,107,0.006835750335398965,0.008710639867603565,0.22203769132739526,19,19,0.0012529675547348984,9606,Homo sapiens,"EGR2;CEBPD;PPARG;KLF4","","R-HSA-1183058;R-HSA-9732629;R-HSA-560491;R-HSA-381377;R-HSA-560493;R-HSA-381283;R-HSA-1183003;R-HSA-1183032;R-HSA-381262;R-HSA-560517;R-HSA-381290;R-HSA-560472;R-HSA-560473;R-HSA-560510;R-HSA-381309;R-HSA-977271;R-HSA-560498;R-HSA-381337;R-HSA-977392"
R-HSA-5675221,"Negative regulation of MAPK pathway",4,49,0.0031303903405098064,0.00888150765309581,0.22203769132739526,5,17,0.0011210762331838565,9606,Homo sapiens,"DUSP4;DUSP5;DUSP8;PTPN3","","R-HSA-8868118;R-HSA-8867654;R-HSA-5675376;R-HSA-5675373;R-HSA-8867658"
R-HSA-3000178,"ECM proteoglycans",5,79,0.005046955855107647,0.010030529020764956,0.2404553606560198,6,23,0.0015167501978369823,9606,Homo sapiens,"SERPINE1;NCAM1;COL6A5;COL9A2;ITGA9","","R-HSA-2327909;R-HSA-2396079;R-HSA-2681667;R-HSA-2467659;R-HSA-2465883;R-HSA-2466106"
R-HSA-168256,"Immune System",58,2653,0.16948827700760238,0.010454580898087817,0.2404553606560198,198,1723,0.11362437351622263,9606,Homo sapiens,"SNAP25;CEBPD;CSF1;IL26;CCL3L3;EBI3;RNF19B;TNFAIP3;TWIST1;PTGS2;CST6;KIR2DL4;C3;MT2A;GNLY;RNF19A;CCL4;CCL3;LAIR2;CTSH;HMOX1;NCAM1;KLRC1;TNFRSF4;CTSB;EDARADD;DUSP4;BTNL8;CCL22;KLRC2;TNFRSF9;TNFRSF18;CRTAM;FBXO32;PTPN14;IL1A;CXCL10;IFNG;IL2RA;KLRD1;PIK3AP1","","R-HSA-450054;R-HSA-688136;R-HSA-452100;R-HSA-9732753;R-HSA-452097;R-HSA-450063;R-HSA-452108;R-HSA-8950405;R-HSA-981535;R-HSA-9732738;R-HSA-203797;R-HSA-452122;R-HSA-913424;R-HSA-8950441;R-HSA-389156;R-HSA-389159;R-HSA-449058;R-HSA-1031716;R-HSA-981539;R-HSA-1031713;R-HSA-8937656;R-HSA-1006143;R-HSA-8950453;R-HSA-9733330;R-HSA-173636;R-HSA-9733331;R-HSA-9733316;R-HSA-1678920;R-HSA-450133;R-HSA-6809140;R-HSA-6800434;R-HSA-9733314;R-HSA-449117;R-HSA-8950485;R-HSA-9733323;R-HSA-983147;R-HSA-2130504;R-HSA-6807565;R-HSA-983140;R-HSA-173680;R-HSA-448627;R-HSA-9008894;R-HSA-983157;R-HSA-983156;R-HSA-981621;R-HSA-6807578;R-HSA-8950518;R-HSA-2424484;R-HSA-2424486;R-HSA-9606160;R-HSA-912527;R-HSA-2424487;R-HSA-2424480;R-HSA-2424482;R-HSA-9680385;R-HSA-9680389;R-HSA-9680388;R-HSA-173739;R-HSA-6789325;R-HSA-8852013;R-HSA-6806732;R-HSA-446634;R-HSA-173740;R-HSA-173745;R-HSA-446130;R-HSA-173754;R-HSA-448703;R-HSA-2395801;R-HSA-446648;R-HSA-977615;R-HSA-9689680;R-HSA-964811;R-HSA-6784160;R-HSA-977605;R-HSA-8950340;R-HSA-977602;R-HSA-8950342;R-HSA-8950362;R-HSA-977629;R-HSA-8987230;R-HSA-877269;R-HSA-446684;R-HSA-977619;R-HSA-5675656;R-HSA-446694;R-HSA-444647;R-HSA-446692;R-HSA-446701;R-HSA-9732729;R-HSA-981728;R-HSA-877308;R-HSA-8950398;R-HSA-8950387;R-HSA-909552;R-HSA-8987255;R-HSA-2172126;R-HSA-6785895;R-HSA-9734547;R-HSA-8984963;R-HSA-2395439;R-HSA-8852874;R-HSA-9818010;R-HSA-8983983;R-HSA-2395412;R-HSA-2130706;R-HSA-5696357;R-HSA-8983996;R-HSA-445752;R-HSA-445753;R-HSA-8987080;R-HSA-8984012;R-HSA-8984014;R-HSA-8984001;R-HSA-8950210;R-HSA-9680349;R-HSA-9680348;R-HSA-183122;R-HSA-508247;R-HSA-183126;R-HSA-8983519;R-HSA-8983518;R-HSA-183130;R-HSA-8984021;R-HSA-8950740;R-HSA-199518;R-HSA-8984023;R-HSA-451942;R-HSA-919404;R-HSA-976743;R-HSA-8851436;R-HSA-210289;R-HSA-5660965;R-HSA-937337;R-HSA-508282;R-HSA-8950537;R-HSA-8853252;R-HSA-508292;R-HSA-446862;R-HSA-2130349;R-HSA-976768;R-HSA-6799350;R-HSA-446868;R-HSA-8983835;R-HSA-8983834;R-HSA-199062;R-HSA-2396594;R-HSA-199579;R-HSA-448421;R-HSA-166817;R-HSA-976810;R-HSA-446894;R-HSA-8983841;R-HSA-8983845;R-HSA-448427;R-HSA-873919;R-HSA-873918;R-HSA-6797268;R-HSA-8983870;R-HSA-977359;R-HSA-9009485;R-HSA-8986446;R-HSA-2045911;R-HSA-873924;R-HSA-8983872;R-HSA-873927;R-HSA-873926;R-HSA-199112;R-HSA-873921;R-HSA-3266557;R-HSA-5692315;R-HSA-8983876;R-HSA-8852809;R-HSA-873922;R-HSA-8983878;R-HSA-977375;R-HSA-913374;R-HSA-977371;R-HSA-174551;R-HSA-9006431;R-HSA-9009488;R-HSA-977363;R-HSA-6790029;R-HSA-9817983;R-HSA-8858475;R-HSA-450027;R-HSA-453111;R-HSA-6790036;R-HSA-6789524;R-HSA-1250272;R-HSA-453104;R-HSA-6798751;R-HSA-8986480;R-HSA-8986994;R-HSA-6798748;R-HSA-6798747;R-HSA-5675947;R-HSA-452091;R-HSA-6798745"
R-HSA-112409,"RAF-independent MAPK1/3 activation",3,28,0.001788794480291318,0.011189027524056261,0.24615860552923774,2,12,7.913479293062516E-4,9606,Homo sapiens,"DUSP4;DUSP5;DUSP8","","R-HSA-5675376;R-HSA-5675373"
R-HSA-187015,"Activation of TRKA receptors",2,10,6.388551715326135E-4,0.011875676956285663,0.24938921608199893,8,8,5.275652862041678E-4,9606,Homo sapiens,"NTRK1","","R-HSA-166544;R-HSA-190065;R-HSA-9612996;R-HSA-166538;R-HSA-166542;R-HSA-187678;R-HSA-9613023;R-HSA-187661"
R-HSA-9022707,"MECP2 regulates transcription factors",2,10,6.388551715326135E-4,0.011875676956285663,0.24938921608199893,2,8,5.275652862041678E-4,9606,Homo sapiens,"PPARG","","R-HSA-9017441;R-HSA-9017447"
R-HSA-9725371,"Nuclear events stimulated by ALK signaling in cancer",4,56,0.003577588960582636,0.013884517811754593,0.27769035623509186,3,32,0.0021102611448166712,9606,Homo sapiens,"GZMB;TWIST1","","R-HSA-9851109;R-HSA-9851088;R-HSA-9851084"
R-HSA-9006934,"Signaling by Receptor Tyrosine Kinases",18,634,0.0405034178751677,0.016846201911037917,0.3200778363097204,124,759,0.050052756528620415,9606,Homo sapiens,"NTRK1;DUSP4;EGR2;RRAD;PDGFA;IGF1;AREG;FOSB;COL6A5;COL9A2;TRIB1;TNS3;PTPN3","","R-HSA-177922;R-HSA-167683;R-HSA-177923;R-HSA-177926;R-HSA-177927;R-HSA-167684;R-HSA-177924;R-HSA-177925;R-HSA-9613210;R-HSA-177930;R-HSA-183051;R-HSA-177934;R-HSA-177935;R-HSA-183055;R-HSA-9613213;R-HSA-187661;R-HSA-177933;R-HSA-177938;R-HSA-183058;R-HSA-177939;R-HSA-177936;R-HSA-177937;R-HSA-177942;R-HSA-177943;R-HSA-203797;R-HSA-177941;R-HSA-9621386;R-HSA-183067;R-HSA-177944;R-HSA-177945;R-HSA-9621385;R-HSA-187678;R-HSA-9031575;R-HSA-183072;R-HSA-9612980;R-HSA-2428930;R-HSA-183084;R-HSA-187698;R-HSA-9613219;R-HSA-167217;R-HSA-187697;R-HSA-183089;R-HSA-9613476;R-HSA-198211;R-HSA-9031624;R-HSA-2404199;R-HSA-177479;R-HSA-2404193;R-HSA-2404195;R-HSA-9031616;R-HSA-8951490;R-HSA-2404200;R-HSA-9613023;R-HSA-198732;R-HSA-9612483;R-HSA-177491;R-HSA-9612996;R-HSA-9612493;R-HSA-177501;R-HSA-8867047;R-HSA-187746;R-HSA-382053;R-HSA-382052;R-HSA-382055;R-HSA-382054;R-HSA-8867044;R-HSA-9612534;R-HSA-8867041;R-HSA-167019;R-HSA-380780;R-HSA-380782;R-HSA-382056;R-HSA-5686072;R-HSA-382058;R-HSA-190065;R-HSA-198266;R-HSA-8865276;R-HSA-8875523;R-HSA-166538;R-HSA-166542;R-HSA-186765;R-HSA-166544;R-HSA-167056;R-HSA-198295;R-HSA-186773;R-HSA-186778;R-HSA-186780;R-HSA-169891;R-HSA-186785;R-HSA-8864036;R-HSA-169895;R-HSA-198315;R-HSA-169901;R-HSA-169904;R-HSA-186800;R-HSA-169905;R-HSA-9612073;R-HSA-182969;R-HSA-9612076;R-HSA-1524182;R-HSA-186819;R-HSA-186826;R-HSA-182986;R-HSA-182990;R-HSA-1524186;R-HSA-186834;R-HSA-182994;R-HSA-182993;R-HSA-170964;R-HSA-183002;R-HSA-389086;R-HSA-2428926;R-HSA-170975;R-HSA-389083;R-HSA-2428922;R-HSA-170978;R-HSA-170979;R-HSA-212706;R-HSA-170977;R-HSA-212710;R-HSA-212713;R-HSA-167674;R-HSA-9674093;R-HSA-183036"
R-HSA-5620971,"Pyroptosis",3,34,0.002172107583210886,0.018666515898404734,0.35466380206968995,4,23,0.0015167501978369823,9606,Homo sapiens,"IL1A;GZMB;TP63","","R-HSA-9710263;R-HSA-449058;R-HSA-9710306;R-HSA-9710323"
R-HSA-9832991,"Formation of the posterior neural plate",2,14,8.94397240145659E-4,0.02230960198429288,0.40028601492325866,4,6,3.956739646531258E-4,9606,Homo sapiens,"ZEB2","","R-HSA-9833063;R-HSA-9832845;R-HSA-9833066;R-HSA-9832907"
R-HSA-6791312,"TP53 Regulates Transcription of Cell Cycle Genes",4,65,0.004152558614961988,0.022537441940012837,0.40028601492325866,6,42,0.0027697177525718808,9606,Homo sapiens,"RGCC;PLK2","","R-HSA-6801637;R-HSA-6801666;R-HSA-6803917;R-HSA-6801675;R-HSA-6803914;R-HSA-6801641"
R-HSA-9759194,"Nuclear events mediated by NFE2L2",6,134,0.008560659298537021,0.023546236171956392,0.40028601492325866,6,85,0.005605381165919282,9606,Homo sapiens,"HMOX1;PDGFA;AREG","","R-HSA-9796069;R-HSA-9759137;R-HSA-9796051;R-HSA-9796057;R-HSA-9759176;R-HSA-9796072"
R-HSA-4090294,"SUMOylation of intracellular receptors",3,40,0.002555420686130454,0.028331678739101473,0.40657201368471496,3,25,0.0016486415193880243,9606,Homo sapiens,"NR4A2;VDR;PPARG","","R-HSA-4717461;R-HSA-4546387;R-HSA-4755526"
R-HSA-186797,"Signaling by PDGF",4,70,0.004471986200728295,0.028496963720051505,0.40657201368471496,24,31,0.00204431548404115,9606,Homo sapiens,"PDGFA;COL6A5;COL9A2","","R-HSA-382053;R-HSA-1524182;R-HSA-186819;R-HSA-382052;R-HSA-382055;R-HSA-186785;R-HSA-382054;R-HSA-8864036;R-HSA-186826;R-HSA-380780;R-HSA-380782;R-HSA-1524186;R-HSA-382056;R-HSA-186765;R-HSA-382058;R-HSA-186834;R-HSA-186800;R-HSA-186773;R-HSA-186778;R-HSA-389086;R-HSA-8865276;R-HSA-186780;R-HSA-389083;R-HSA-9674093"
R-HSA-8984722,"Interleukin-35 Signalling",2,16,0.0010221682744521816,0.02853001822009238,0.40657201368471496,24,26,0.0017145871801635452,9606,Homo sapiens,"EBI3","","R-HSA-8984012;R-HSA-8983983;R-HSA-8984014;R-HSA-8984001;R-HSA-8983841;R-HSA-8983872;R-HSA-8984963;R-HSA-8983845;R-HSA-8950405;R-HSA-8983876;R-HSA-8983878;R-HSA-8983835;R-HSA-8950362;R-HSA-6809140;R-HSA-8983834;R-HSA-8983996;R-HSA-448627;R-HSA-8983519;R-HSA-8983518;R-HSA-8983870;R-HSA-8984021;R-HSA-8950740;R-HSA-8950453;R-HSA-8984023"
R-HSA-2197563,"NOTCH2 intracellular domain regulates transcription",2,16,0.0010221682744521816,0.02853001822009238,0.40657201368471496,2,9,5.935109469796888E-4,9606,Homo sapiens,"GZMB","","R-HSA-2976551;R-HSA-2976563"
